,speaker,text
581,lee cronin, i think i would fail that argument  heres a number of reasons to fail it on first of all we dont know where the intention comes from the problem is that people keep  ive been watching all the hucksters online with the prompt engineering and all this stuff when i talk to a typical ai computer scientist they keep talking about the ais having some kind of decisionmaking ability that is a category error
582,lee cronin, the decisionmaking ability comes from human beings we have no understanding of how humans make decisions weve just been discussing free will for the last half an hour right we dont even know what that is so the intention i totally agree with you people who intend to do bad things can do bad things and we should not let that risk go thats totally here and now i do not want that to happen and im happy to be regulated to make sure that systems i generate whether theyre computer systems or  im working on a new project called chem machina
583,lex fridman, nice well done
584,lee cronin, yeah yeah which is basically a 
585,lex fridman, for people who dont understand the pun the ex machina is a great film about i guess agi embodied and chem is the chemistry version of that
586,lee cronin, and i only know one way to embody intelligence and thats in chemistry and human brains so category error number one is that they have agency category error number two is assuming that anything we make is going to be more intelligent now you didnt say superintelligent ill put the words into our mouths here superintelligent i think that there is no reason to expect that we are going to make systems that are more intelligent more capable 
587,lee cronin, when people play chess computers they dont expect to win now right the chess computer is very good at chess that doesnt mean its superintelligent so i think that superintelligence and i think even nick bostrom is pulling back on this now because he invented this  so i see this a lot when did i see it first happen eric drexler nanotechnology atomically precise machines he came up with a world where we had these atom cogs everywhere and we were going to make selfreplicating nanobots
588,lee cronin, not possible why because theres no resources to build these selfreplicating nanobots you cant get the precision it doesnt work it was a major category error in taking engineering principles down to the molecular level the only functioning nanomolecular technology we know is produced by evolution there
589,lee cronin, so now lets go forward to agi what is agi we dont know its super it can do this or humans cant think i would argue the only agis that exist in the universe are produced by evolution and sure we may be able to make our working memory better we might be able to do more things the human brain is the most compact computing unit in the universe it uses  watts uses a really limited volume its not like a chatgpt cluster which has to have thousands of watts and a model thats generated and it has to be corrected by human beings you are autonomous and embodied intelligence
590,lee cronin, so i think that there are so many levels that were missing out weve just kind of went oh weve discovered fire oh gosh the planets just going to burn one day randomly i just dont understand that leap there are bigger problems we need to worry about so what is the motivation why are these people and lets assume theyre earnest have this conviction well i think theyre making leaps and theyre trapped in a virtual reality that isnt reality
591,lex fridman, well i can continue a set of arguments here but also it is true that ideologies that fearmonger are dangerous because you can then use it to control to regulate in a way that halts progress to control people and to cancel people all that kind of stuff so you have to be careful because reason ultimately wins right
592,lex fridman, but there is a lot of concerns with superintelligent systems very capable systems i think when you hear the word superintelligent youre hearing its smarter than humans in every way that humans are smart but the paperclip manufacturing system doesnt need to be smart in every way it just needs to be smart in a set of specific ways and the more capable the ai systems become the more you could see us giving them control over like i said our power grid a lot of aspects of human life and then that means theyll be able to do more and more damage when theres unintended consequences that come to life
593,lee cronin, i think that thats right the unintended consequences we have to think about and that i fully agree with but lets go back a bit sentience  again im far away from my comfort zone and all this stuff but hey lets talk about it because i give myself a qualification
594,lex fridman, yeah were both qualified in sentience i think as much as anyone else
595,lee cronin, i think the paperclip scenario is just such a poor one because lets think about how that would happen and also lets think about we are being so unrealistic about how much of the earths surface we have commandeered for paperclip manufacturing to really happen do the math its not going to happen theres not enough energy theres not enough resource where is it all going to come from
596,lee cronin, i think that what happens in evolution its really why has a killer virus not killed all life on earth well what happens is sure superkiller viruses that kill the ribosome have emerged but you know what happens they nuke a small space because they cant propagate they all die so theres this interplay between evolution and propagation right and death so 
597,lex fridman, in evolution you dont think its possible to engineer for example and sorry to interrupt but a perfect virus
598,lee cronin, no
599,lex fridman, thats deadly enough
600,lee cronin, no nonsensical i think again it wouldnt work because if it was too deadly it would just kill the radius and not replicate
601,lex fridman, yeah but you dont think its possible to get a 
602,lee cronin, if you were 
603,lex fridman, not kill all of life on earth but kill all humans theres not many of us theres only like  billion theres so much more ants so many more ants and theyre pretty smart
604,lee cronin, i think the nice thing about where we are i would love for the ai crowd to take a leaf out of the book of the biowarfare chemical warfare crowd i mean not love because actually people have been killed with chemical weapons in the first and second world war and bioweapons have been made and we can argue about covid and all this stuff lets not go there just now but i think there is a consensus that some certain things are bad and we shouldnt do them right and sure it would be possible for a bad actor to engineer something bad but we would see it coming and we would be able to do something about it
605,lee cronin, now i guess what im trying to say is when people talk about doom and when you ask them for the mechanism they just make something up in this case im with yann lecun i think you put out a very good point about trying to regulate jet engines before weve even invented them and i think thats what im saying
606,lee cronin, im not saying we should  i just dont understand why these guys are going around literally making stuff up about us all dying when basically we need to actually really focus on  now lets say theres some actors that are earnest lets say yudkowsky is being earnest and he really cares but he loves it he goes da da da and then youre all going to die its like why dont we try and do the same thing and say you could do this and then youre all going to be happy forever after
607,lex fridman, well i think theres several things to say there one i think there is a role in society for people that say were all going to die because i think it filters through as a message as a viral message that gives us the proper amount of concern meaning its not  but when you say  and it filters through society itll give an average of like a  an average so its nice to have people that are like were all going to die and then well have a proper concern
608,lex fridman, for example i do believe were not properly concerned about the threat of nuclear weapons currently it just seems like people have forgotten that thats a thing and theres a war in ukraine with a nuclear power involved theres nuclear powers throughout the world and it just feels like war in the brink of a potential world war to a percentage that i dont think people are properly calibrating in their head were all thinking its a twitter battle as opposed to actual threat
609,lex fridman, so its nice to have that kind of level of concern but to me when i hear ai doomers what im imagining is with unintended consequences a potential situation where lets say  of the world suffers deeply because of a mistake made of unintended consequences i dont want to imagine the entirety of human civilization dying but there could be a lot of suffering if this is done poorly
610,lee cronin, i understand that and i guess im involved in the whole hype cycle so lets say having some people saying ai doom is a worry fine lets give them that but what seems to be happening is there seems to be people who dont think ai is doing that and theyre trying to use that to control regulation and to push people to regulate which stops humans generating knowledge and i am an advocate for generating as much knowledge as possible
611,lee cronin,nuclear weapons
612,lee cronin, when it comes to nuclear weapons i grew up in the s and s where there was nuclear doom and a lot of adults really had existential threat almost as bad as now with ai doom they were really worried there were some great  well not great there were some horrific documentaries i think there was one called threads that was generated in the uk which it was terrible it was so scary
613,lee cronin, and i think that the correct thing to do is obviously get rid of nuclear weapons but lets think about unintended consequences weve got rid of  this is going to be such a non sequitur we got rid of all the sulfur particles in the atmosphere right all the soot and whats happened in the last couple of years is global warming has accelerated because weve cleaned up the atmosphere too much so 
614,lex fridman, sure the same thing if you get rid of nuclear weapons youll get inaudible 
615,lee cronin, exactly thats my point so what we could do is if we actually started to put the ai in charge  which id really like an ai to be in charge of all world politics and this will sound ridiculous for a second hang on but if we could all agree on the
616,lex fridman, the ai doomers just woke up on that statement
617,lee cronin, yeah yeah yeah but i really dont like politicians who are basically just looking at local sampling but if you could say globally look heres some game theory here what is the minimum number of nuclear weapons we need to distribute around the world to everybody to basically reduce war to zero
618,lex fridman, just the thought experiment of the united states and china and russia and major nuclear powers get together and say all right were going to distribute nuclear weapons to every single nation on earth oh boy that has a probably greater than  chance of eliminating major military conflict but its not a hundred percent
619,lee cronin, but i dont think anyone will use them because  and look what youve got to try and do is to qualify for these nuclear weapons  this is a great idea the game theorists could do this right
620,lex fridman, uhhuh
621,lee cronin, i think the question is this  i really buy your question we have too many nukes just from a feeling point of view that weve got too many of them so lets reduce the number but not get rid of them because well have too much conventional warfare so then what is the minimum number of nuclear weapons we can distribute around to remove  humans hurting each other is something we should stop doing its not out with our conceptual capability 
622,lee cronin, but right now what about certain nations that are being exploited for their natural resources in the future for a shortterm gain because we dont want to generate knowledge so if everybody had an equal doomsday switch i predict the quality of life of the average human will go up faster i am an optimist and i believe that humanity is going to get better and better and better that were going to eliminate more problems but i think yeah lets
623,lex fridman, but the probability of a bad actor of one of the nations setting off a nuclear weapon you have to integrate that into the calculus here
624,lee cronin, but we just give you inaudible  nukes population right what we do is we  i cant believe this but anyway lets just go there so if a small nation with a couple of nukes uses one because theyre a bit bored or annoyed the likelihood that they are going to be pummeled out of existence immediately is  and yet theyve only nuked one other city i know this is crazy and i apologize for 
625,lex fridman, well no no just to be clear were just having a thought experiment thats interesting but theres terrorist organizations that would take that trade we have to ask ourselves a question of which percentage of humans would be suicide bombers essentially where they would sacrifice their own life because they hate another group of people i believe its a very small fraction but is it large enough to if you give out nuclear weapons 
626,lee cronin, i can predict a future where we take all nuclear material and we burn it for energy right because were getting there and the other thing you could do is say look theres a gap so if we get all the countries to sign up to the virtual agreement where we have a simulation where we can nuke each other in the simulation and the economic consequences are catastrophic 
627,lex fridman, sure in the simulation i love it its not going to kill all humans its just going to have economic consequences
628,lee cronin, yeah yeah i dont know i just made it up it seems like a cool idea
629,lex fridman, no its interesting but its interesting whether that would have as much power on human psychology as actual physical nuclear explosion
630,lee cronin, i think so
631,lex fridman, its possible but people dont take economic consequences as seriously i think as actual nuclear weapons exploding
632,lee cronin, i think they do in argentina and they do in somalia and they do in a lot of these places where  no i think this is a great idea im a strong advocate now for  so what have we come up with burning all the nuclear material to have energy and before we do that because mad is good mutually assured destruction is very powerful lets take it into the metaverse and then get people to kind of subscribe to that and if they actually nuke each other even for fun in the metaverse there are dire consequences
633,lex fridman, yeah yeah so its like a video game we all have to join this metaverse video game 
634,lee cronin, yeah i cant believe we just 
635,lex fridman, and then theres dire economic consequences and its all run by ai as you mentioned so the ai doomers are really terrified at this point
636,lee cronin, no theyre happy they have a job for another  years right
637,lex fridman, oh fearmongering
638,lee cronin, yeah yeah yeah im a believer in equal employment
639,lee cronin,chem machina
640,lex fridman, youve mentioned that whatd you call it  chem machina
641,lee cronin, yeah
642,lex fridman, yeah so youve mentioned that a chemical brain is something youre interested in creating and thats the way to get conscious ai soon can you explain what a chemical brain is
643,lee cronin, i want to understand the mechanism of intelligence thats gone through evolution right because the way that intelligence was produced by evolution appears to be the following origin of life multicellularity locomotion senses once you can start to see things coming towards you and you can remember the past and interrogate the present and imagine the future you can do something amazing right and i think only in recent years did humans become turingcomplete right
644,lex fridman, yeah
645,lee cronin, right so that turing completeness kind of gave us another kick up but our ability to process that information was produced in a wet brain and i think that we do not have the correct hardware architectures to have the domain flexibility and the ability to integrate information and i think intelligence also comes at a massive compromise of data right now were obsessing about getting more and more data more and more processing more and more tricks to get dopamine hits so when we look back on this going oh yeah that was really cool because when i asked chatgpt it made me feel really happy and i got a hit from it but actually it just exposed how little intelligence i use in every moment because im easily fooled
646,lee cronin, so what i would like to do is to say well hey hang on what is it about the brain so the brain has this incredible connectivity and it has the ability to  as i said earlier about my nephew i went from bill to billy and he went all right leroy how did he make that leap that he was able to basically without any training  i extended his name in a way that he doesnt like he wants to be called bill he went back and said you like to be called lee im going to call you leroy
647,lee cronin, so human beings have a brilliant ability or intelligent beings appear to have a brilliant ability to integrate across all domains all at once and to synthesize something which allows us to generate knowledge and becoming turingcomplete on our own although ais are built and turingcomplete things their thinking is not turingcomplete in that they are not able to build universal explanations and that lack of universal explanation means that theyre just
648,lee cronin, lack of universal explanation means that theyre just inductivists inductivism doesnt get you anywhere its just basically a party trick i think its in the fabric of reality from david deutsch where basically the farmer is feeding the chicken every day and the chickens getting fat and happy and the chickens like im really happy every time the farmer comes in and feeds me and then one day the farmer comes in and instead of feeding the chicken just rings its neck and had the chicken had an alternative understanding of why the farmer was feeding it
649,lex fridman, its interesting though because we dont know whats special about the human mind thats able to come up with these kind of generalities this universal theories of things and well come up with novelty i can imagine because you gave an example about william and leroy i feel like an example like that well be able to see in future versions of large language models well be really really really impressed by the humor the insights all of it because its fundamentally trained on all the incredible humor and insights thats available out there on the internet so well be impressed i think well be impressed
650,lee cronin, oh im impressed im impressed
651,lex fridman, increasingly so
652,lee cronin, but we are mining the past
653,lex fridman, yes
654,lee cronin, and what the human brain appears to be able to do is mine the future
655,lex fridman, yes so novelty it is interesting whether these large language models will ever be able to come up with something truly novel
656,lee cronin, i can show on the back of a piece of paper why thats impossible and its like the problem is that and again these are domain experts kind of bullshitting each other the term generative right average person say oh its no no no look if i take the numbers between zero and  and i train a model to pick out the prime numbers by giving all the prime numbers between zero and a thousand it doesnt know what prime number is occasionally if i can cheat a bit it will start to guess
657,lee cronin, it never will produce anything out with the dataset because you mine the past the thing that im getting to is i think that actually current machine learning technologies might actually help reveal why time is fundamental its like kind of insane because they tell you about whats happened in the past but they can never help you understand whats happening in the future without training examples sure if that thing happens again so lets think about what large language models are doing we have all the internet as we know it language but also theyre doing something else we having human beings correcting it all the time those models are being corrected
658,lex fridman, steered
659,lee cronin, corrected modified tweaked
660,lex fridman, well yeah but
661,lee cronin, cheating
662,lex fridman, well you could say the training on human data in the first place is cheating
663,lee cronin, well human is in the loop sorry to interrupt
664,lex fridman, yes so human is definitely in the loop but its not just human is in the loop a very large collection of humans is in the loop
665,lee cronin, look i totally
666,lex fridman, and that could be i mean to me its not intuitive that you said prime numbers that the system cant generate an algorithm that the algorithm that can generate prime numbers or the algorithm that can tell you if a number is prime and so on and generate algorithms that generate algorithms that generate algorithms that start to look a lot like human reasoning
667,lee cronin, i think again we can show that on a piece of paper that sure i think you have to have so this is the failure in epidemiology im glad i even can say that word let know what it means
668,lex fridman, you said it multiple times
669,lee cronin, i know its like three times now
670,lex fridman, without failure quit while youre ahead just dont say it again because you did really well
671,lee cronin, thanks but i think so what is reasoning so coming back to the chemical brain if i could show the inner because i mean im never going to make an intelligence in ca machina because if you dont have brain cells they dont have glial cells they dont have neurons but if i can take a gel and engineer the gel to have it be a hybrid hardware for reprogramming which i think i know how to do i will able to process a lot more information and train models billions of times cheaper and use cross domain knowledge and theres certain techniques i think we can do but theres still missing though the abilities that human beings have had to become true and complete and so i guess the question to give back at you is like how do you tell the difference between trial and error and the generation of new knowledge
672,lee cronin, i think the way you can do it is this is that you come up with a theory an explanation inspiration comes from out and then you then test that and then you see thats going towards the truth and human beings are very good at doing that and the transition between philosophy mathematics physics and natural sciences and i think that we can see that where i get confused is why people misappropriate the term artificial intelligence to say hey theres something else going on here because i think you and i both agree machine learnings really good its only going to get better were going to get happier with the outcome but why would you ever think the model is thinking or reasoning reasoning requires intention and the intention if the model isnt reasoning the intentions come from the prompter and the intention has come from the person who programmed it to do it
673,lex fridman, but dont you think you can prompt it to have intentionbasically start with the initial conditions and get it going where currently large language models chatgpt only talks to you when you talk to it theres no reason why you cant just start it talking
674,lee cronin, but those initial conditions came from someone starting it
675,lex fridman, yes
676,lee cronin, and that causal chain in there so that intention comes from the outside i think that there is something in that causal chain of intention thats super important i dont disagree were going to get to agi its a matter of when and what hardware i think were not going to do it in this hardware and i think were unnecessarily fetishizing really cool outputs and dopamine hits because obviously thats what people want to sell us
677,lex fridman, well but there could be agi is a loaded term but there could be incredibly super impressive intelligence systems on the way to agi so these large language models i mean if it appears conscious if it appears super intelligent who are we to say its not
678,lee cronin, i agree but the super intelligence i want i want to be able to have a discussion with it about coming up with fundamental new ideas that generate knowledge and if the superintelligent we generate can mine novel even from the future that i didnt see in its training set in the past i would agree that something really interesting is coming on ill say that again if the intelligence system be it a human being a chatbot something else is able to produce something truly novel that i could not predict even having full audit trail from the past then ill be sold
679,lex fridman, well so we should be clear that it can currently produce things that are in a shallow sense novel that are not in the training set but youre saying truly novel
680,lee cronin, i think they are in the training set i think everything it produces comes from a training set theres a difference between novelty and interpolation we do not understand where these leaps come from yet that is what intelligence is i would argue those leaps and some people say no its actually just what will happen if you just do cross domain training and all that stuff and that may be true and i may be completely wrong but right now the human mind is able to mine novelty in a way that artificial intelligence systems cannot and this is why we still all have a job and were still doing staff and i used chatgpt for a few weeks oh this is cool and then what happened is it took me too much time to correct it then it got really good and now theyve done something to it its not actually that good
681,lex fridman, yeah right
682,lee cronin, i dont know whats going on
683,lex fridman, censorship yeah i mean thats interesting but it will push us humans to characterize novelty better characterize the novel what is novel what is truly novel whats the difference between novelty and interpolation
684,lee cronin, i think that this is the thing that makes me most excited about these technologies is theyre going to help me demonstrate to you that time is fundamental and the unit future is bigger than the present which is why human beings are quite good at generating novelty because we have to expand our dataset and to cope with unexpected things in our environment our environment throws them all at us again we have to survive in that environment and i mean i never say never i would be very interested in how we can get cross domain training cheaply in chemical systems because im a chemist and bray the only sim thing i know of is a human brain but maybe thats just me being boring and predictable and not novel
685,lee cronin,gpt for electron density
686,lex fridman, yeah you mentioned gpt for electron density so a gpt like system for generating molecules that can bind to host automatically i mean thats interesting is really interesting applying this same kind of transform mechanism
687,lee cronin, i mean my team i try and do things that are non obvious but non obvious in certain areas and one of the things i was always asking about in chemistry people like to represent molecules as graphs and its quite difficult its really hard if youre doing ai and chemistry you really want to basically have good representations you can generate new molecules are interesting and i was thinking well molecules arent really graphs and theyre not continuously differentiable could i do something that was continuously differentiable i was like well molecules are actually made up of electron density so i got thinking and say well okay could there be a way where we could just basically take a database of readily solved electron densities for millions of molecules so we took the electron density for millions of molecules and just train the model to learn what electron density is
688,lee cronin, and so what we built was a system that you literally could give it a lets say you could take a protein that has a particular active site or a cup with a certain hole in it you pour noise into it and with a gpt you turn the noise into electron density and then in this case it hallucinates like all of them do but then hallucinations are good because it means i dont have to train on such a huge dataset because these data sets are very expensive how do you produce it so go back a step so youve got all these molecules in this dataset but what youve literally done is a quantum mechanical calculation we produce electron densities for each molecule so you say oh this representation of this molecule has these electron densities associated with it so you know what the representation is and you train the neural network to know what electron density is
689,lee cronin, so then you give it an unknown pocket you pour in noise and you say right produce me electron density it produces electron density that doesnt look ridiculous and what we did in this case is we produce electron density that maximizes the electrostatic potential so the stickiness but minimizes what we call the steric hindrance so the overlaps so its repulsive so make the perfect fit and then we then use kind of like a chatgpt type thing to turn that electron density into whats called a smile a smile string is a way of representing a molecule in letters and then we can then
690,lex fridman, so it just generates them then
691,lee cronin, just generates them and then the other thing is then we bung that into the computer and then it just makes it
692,lex fridman, yeah the computer being the thing that right to generate
693,lee cronin, the robot weve got that can basically just do chemistry so weve kind of got this endtoend drug discovery machine where you can say oh you want to bind to this active site here you go i mean it is a bit leaky and things kind of break but it is the proof of principle
694,lex fridman, but were the hallucinations are those still accurate
695,lee cronin, well the hallucinations are really great in this case because in the case of a large language model the hallucinations just make everything up it doesnt just make everything up but it gives you an output that you are plausibly comfortable with and thinks youre doing probabilistically the problem on these tron density models is its very expensive to solve a shredding equation going up to many heavy atoms and large molecules and so we wondered if we trained the system on up to nine heavy atoms whether it would go beyond nine and it did it started to generate molecules for  no problem they look pretty good and i was like well this hallucination i will take for free thank you very much
696,lee cronin, because it just basically this is a case where interpolation extrapolation worked relatively well and we were able to generate the really good molecules and then what we were able to do here is and this is a really good point and what i was trying to say earlier that we were able to generate new molecules from the known set that would bind to the host so a new guest would bind were these truly novel not really because they were constrained by the host were they new to us yes so i do well understand i can concede that machine learning systems artificial intelligence systems can generate new entities but how novel are they it remains to be seen
697,lex fridman, and how novel the things that humans generate is also difficult to quantify they seem novel
698,lee cronin, thats what a lot of people say so the way to really get to genuine novelty and assembly theory shows you the way is to have different causal chains overlap and this really really resonates with the time is fundamental argument and if you are bringing together a couple of objects with different initial conditions coming together when they interact the more different their histories the more novelty they generate in time going forward and so it could be that genuine novelty is basically about mix it up a little and the human brain is able to mix it up a little little and all that stimulus comes from the environment but all i think im saying is the universe is deterministic going back in time nondeterministic going forward in time because the universe is too big in the future to contain in the present therefore these collisions of known things generate unknown things that then become part of your data set and dont appear weird thats how we give ourselves comfort the past looks consistent with this initial condition hypothesis but actually were generating more and more novelty and thats how it works simple
699,lex fridman, so its hard to quantify novelty looking backwards i mean the present and the future at the novelty generators
700,lee cronin, but i like this whole idea of mining novelty i think it is going to reveal why the limitations of current ai is a bit like a printing press everyone thought that when the printing press came that writing books is going to be terrible that you had evil spirits and all this they were just books
701,lex fridman, and same with ai but i think just the scale you can achieve in terms of impact with ai systems is pretty nerve wracking
702,lee cronin, but thats what the big companies want you to think
703,lex fridman, but not in terms of destroy all humans but you can have major consequences in the way social media has had major consequences both positive and negative and so you have to think about it and worry about it but yeah people that fear monger
704,lee cronin, my pet theory for this you want to know
705,lex fridman, yeah
706,lee cronin, is i think that a lot and maybe im being and i really do respect a lot of the people out there who are trying to have discourse about the positive future so open ai guys meta guys and all this what i wonder if theyre trying to cover up for the fact that social media has had a pretty disastrous effect at some level and theyre just trying to say oh yeah we should do this covering up for the fact that we have got some problems with teenagers and instagram and snapchat and all this stuff and maybe theyre just overreacting now its like oh yeah sorry we made the bubonic plate and gave it to you all and youre all dying and oh yeah but look at this over here its even worse
707,lex fridman, yeah theres a little bit of that but theres also not enough celebration of the positive impact that all of these technologies have had we tend to focus on the negative and tend to forget that in part because its hard to measure it is very hard to measure the positive impact social media had on the world
708,lee cronin, yeah i agree but what i worry about right now is i do care about the ethics of what were doing and one of the reasons why im so open about the things were trying to do in the lab make life look at intelligence all this so people say what are the consequences of this and you say what are the consequences of not doing it and i think that what worries me right now in the present is lack of authenticated users and authenticated data and
709,lex fridman, human users
710,lee cronin, yeah human
711,lex fridman, i still think that there will be ai agents that appear to be conscious but they would have to be also authenticated and labeled as such theres too much value in that like friendships with ai systems theres too much meaningful human experiences to have with the ai systems that i just
712,lee cronin, but thats like a tool right its a bit like a meditation tool right
713,lex fridman, sure
714,lee cronin, some people have a meditation tool it makes them feel better but im not sure you can ascribe sentience and legal rights to a chatbot that makes you feel less lonely
715,lex fridman, sentience yes i think legal rights no i think its the same you can have a really deep meaningful relationship with a dog
716,lee cronin, well the dog is sentient
717,lex fridman, yes
718,lee cronin, the chatbots right now using the technology we use its not going to be sentient
719,lee cronin,god
720,lex fridman, this is going to be a fun continued conversation on twitter that i look forward to since youve had also from another place some debates that were inspired by the assembly theory paper let me ask you about god is there any room for notions of god in assembly theory of god
721,lee cronin, yeah i dont know what god is a i mean so god exists in our mind created by selection so the human beings have created the concept of god in the same way that human beings have created the concept of super intelligence
722,lex fridman, sure but does it mean does it not it still could mean that thats a projection from the real world where were just assigning words and concepts to a thing that is fundamental to the real world that there is something out there that is a creative force underlying the universe
723,lee cronin, i think the universe there is a creative force in the universe but i dont think its sentient so i do not understand the universe so who am i to say that god doesnt exist i am an atheist but im not an angry atheist theres some people i know that are angry atheists and say
724,lex fridman, cranky
725,lee cronin, say that religious people are stupid i dont think thats the case i have faith in some things i mean when i was a kid i was like i need to know what the charge of electron is and i was like i cant measure the charge on electron i just gave up and had faith okay you know resistors worked so when it comes to i want to know why the universe is growing in the future and what humanity is going to become and ive seen that the acquisition of knowledge via the generation of novelty to produce technology has uniformly made humans lives better i would love to continue that tradition
726,lex fridman, you said that theres that creative force do you think just to think on that point do you think theres a creative force is there like a thing like a driver thats creating stuff
727,lee cronin, yeah so i think that
728,lex fridman, and where what is it can you describe it mathematically
729,lee cronin, well i think selection i think selection
730,lex fridman, selection is the force
731,lee cronin, selection is the force in the universe it creates novelty
732,lex fridman, so is selection somehow fundamental like what
733,lee cronin, yeah i think persistence of objects that could decay into nothing through operations that maintain that structure i mean think about it its amazing that things exist at all that were just not a big commentorial mess
734,lex fridman, yes
735,lee cronin, so the fact that
736,lex fridman, and exist a thing that exists persist in time
737,lee cronin, yeah lets think maybe the universe is actually in the present the things everything that can exist in the present does exist
738,lex fridman, well that would mean its deterministic right
739,lee cronin, i think the universes might so the universe started super small the past was deterministic there wasnt much going on and it was able to mine mine mine mine mine and so the process is somehow generating universes basically im trying to put this into words
740,lex fridman, did you just say theres no free will though
741,lee cronin, no i didnt say that
742,lex fridman, as if
743,lee cronin, sorry sorry sorry
744,lex fridman, it can exist
745,lee cronin, i said there is free will im saying that free will occurs at the boundary between the
746,lex fridman, the past and the future
747,lee cronin, the past and the future
748,lex fridman, yeah i got you but everything that can exist does exist
749,lee cronin, so everything thats possible to exist at this so no im really pulling this
750,lex fridman, theres a lot of loaded words there theres a time element loaded into that statement
751,lee cronin, i think that the universe is able to do what it can in the present right
752,lex fridman, yeah
753,lee cronin, and then i think in the future there are other things that could be possible we can imagine lots of things but they dont all happen
754,lex fridman, sure
755,lee cronin, so what
756,lex fridman, so thats where
757,lee cronin, so thats what i guess im getting to
758,lex fridman, you sneak in free will right there
759,lee cronin, yeah so i guess what im saying is what exists is a convolution of the past with the present and the free will going into the future
760,lex fridman, well we could still imagine stuff right we can imagine stuff that will never happen
761,lee cronin, and its amazing force because this is the most important thing that we dont understand is our imaginations can actually change the future in a tangible way which is what the initial conditions and physics cannot predict your imagination has a causal consequence in the future
762,lex fridman, isnt that weird to you
763,lee cronin, yeah it breaks the laws of physics as we know them right now
764,lex fridman, so you think the imagination has a causal effect on the future
765,lee cronin, yeah
766,lex fridman, but it does exist in there in the head
767,lee cronin, it does but
768,lex fridman, there must be a lot of power in whatevers going on there could be a lot of power whatevers going on in there
769,lee cronin, if we then go back to the initial conditions and that is simply not possible that can happen but if we go into a universe where we accept that there is a finite ability to represent numbers and you have rounding well not rounding errors you have sum what happens your ability to make decisions imagine and do stuff is that that interface between the certain and the uncertain its not as yashar was saying to me randomness goes and you just randomly do random stuff it is that you are set free a little on your trajectory free will is about being able to explore on this narrow trajectory that allows you to build you have a choice about what you build or that choice is you interacting with a future in the present
770,lex fridman, what to you is most beautiful about this whole thing the universe
771,lee cronin, the fact it seems to be very undecided very open the fact that every time i think im getting towards an answer to a question there are so many more questions that make the chase
772,lex fridman, do you hate that its going to be over at some point for you
773,lee cronin, no well for me i think if you think about it is it over for newton now newton has had causal consequences in the future we discuss him all the time
774,lex fridman, his ideas but not the person
775,lee cronin, the person just had a lot of causal power when he was alive but oh my god one of the things i want to do is leave as many easter eggs in the future when im gone to go oh thats cool
776,lex fridman, would you be very upset if somebody made a good large language model thats fine tuned to lee cronin
777,lee cronin, it would be quite boring because i mean i
778,lex fridman, no novelty generation
779,lee cronin, i mean if its a faithful representation of what ive done in my life thats great thats an interesting artifact but i think the most interesting thing about knowing each other is we dont know what were going to do next
780,lex fridman, sure sure
781,lee cronin, i mean within some constraints ive got i can predict some things about you you can predict some things about me but we cant predict everything
782,lex fridman, everything
783,lee cronin, and its because we cant predict everything is why were exciting to come back and discuss and see so yeah im happy that itll be interesting that some things that ive done can be captured but im pretty sure that my angle on mining novelty for the future will not be captured
784,lex fridman, yeah yeah so thats what life is is just some novelty generation and then youre done each one of us just generally a little bit or have the capacity to at least
785,lee cronin, i think life is a selection produces life and life affects a universe universes with life in them are materially physically fundamentally different than universes without life and thats super interesting and i have no beginnings of understanding i think maybe this is in a thousand years therell be a new discipline and the humans will be like yeah of course this is how it all works right
786,lex fridman, in retrospect itll all be obvious i think
787,lee cronin, i think assembly theory is obvious thats why a lot of people got angry they were like oh my god this is such nonsense and like oh actually its not quite but the writings really bad
788,lex fridman, well i cant wait to see where it evolves lee and i am glad i get to exist in this universe with you youre a fascinating human this is always a pleasure i hope to talk to you many more times and im a huge fan of just watching you create stuff in this world and thank you for talking today
